state,district,Year,Month_Name,age_0_5,age_5_17,age_18_greater
Maharashtra,Nagpur,2025,May,243,28,22
Maharashtra,Nagpur,2025,July,904,225,37
Maharashtra,Nagpur,2025,September,3027,501,33
Maharashtra,Nagpur,2025,October,1458,213,12
Maharashtra,Nagpur,2025,November,2376,353,18
Maharashtra,Nagpur,2025,December,1617,132,63
Uttarakhand,Nainital,2025,March,46,18,11
Uttarakhand,Nainital,2025,April,488,66,48
Uttarakhand,Nainital,2025,September,886,139,4
Uttarakhand,Nainital,2025,October,709,105,4
Uttarakhand,Nainital,2025,November,846,87,1
Uttarakhand,Nainital,2025,December,442,43,8
Delhi,Najafgarh,2025,September,9,5,0
Delhi,Najafgarh,2025,October,3,0,0
Delhi,Najafgarh,2025,November,8,3,0
Delhi,Najafgarh,2025,December,1,1,0
Bihar,Nalanda,2025,June,307,1153,37
Bihar,Nalanda,2025,July,434,1587,37
Bihar,Nalanda,2025,September,912,2759,16
Bihar,Nalanda,2025,October,619,1894,26
Bihar,Nalanda,2025,November,695,1850,11
Bihar,Nalanda,2025,December,709,1520,9
Assam,Nalbari,2025,April,55,49,77
Assam,Nalbari,2025,May,134,75,37
Assam,Nalbari,2025,September,962,394,10
Assam,Nalbari,2025,October,605,194,34
Assam,Nalbari,2025,November,604,157,28
Assam,Nalbari,2025,December,349,108,9
Andhra Pradesh,Nalgonda,2025,September,385,99,0
Telangana,Nalgonda,2025,September,2041,470,0
Andhra Pradesh,Nalgonda,2025,October,240,50,0
Telangana,Nalgonda,2025,October,1389,348,0
Andhra Pradesh,Nalgonda,2025,November,226,53,0
Telangana,Nalgonda,2025,November,1350,327,1
Andhra Pradesh,Nalgonda,2025,December,100,14,0
Telangana,Nalgonda,2025,December,625,101,9
Tamil Nadu,Namakkal,2025,September,1827,161,3
Tamil Nadu,Namakkal,2025,October,776,126,0
Tamil Nadu,Namakkal,2025,November,1034,234,4
Tamil Nadu,Namakkal,2025,December,620,85,2
Tamil Nadu,Namakkal   *,2025,September,0,1,0
Sikkim,Namchi,2025,September,1,4,6
Sikkim,Namchi,2025,October,0,1,3
Sikkim,Namchi,2025,November,1,2,1
Sikkim,Namchi,2025,December,1,0,4
Arunachal Pradesh,Namsai,2025,September,32,29,0
Arunachal Pradesh,Namsai,2025,October,20,15,1
Arunachal Pradesh,Namsai,2025,November,22,3,0
Arunachal Pradesh,Namsai,2025,December,21,7,0
Maharashtra,Nanded,2025,April,462,89,56
Maharashtra,Nanded,2025,May,383,80,39
Maharashtra,Nanded,2025,June,432,124,28
Maharashtra,Nanded,2025,July,1295,462,46
Maharashtra,Nanded,2025,September,2729,968,10
Maharashtra,Nanded,2025,October,1197,256,47
Maharashtra,Nanded,2025,November,1242,274,83
Maharashtra,Nanded,2025,December,1424,194,27
Maharashtra,Nandurbar,2025,April,237,35,10
Maharashtra,Nandurbar,2025,May,251,134,21
Maharashtra,Nandurbar,2025,July,2031,994,75
Maharashtra,Nandurbar,2025,September,2041,854,63
Maharashtra,Nandurbar,2025,October,1078,243,27
Maharashtra,Nandurbar,2025,November,1229,272,35
Maharashtra,Nandurbar,2025,December,782,98,6
Maharashtra,Nandurbar *,2025,September,45,19,1
Maharashtra,Nandurbar *,2025,October,23,5,0
Maharashtra,Nandurbar *,2025,November,20,7,0
Maharashtra,Nandurbar *,2025,December,18,2,0
Andhra Pradesh,Nandyal,2025,September,221,6,3
Andhra Pradesh,Nandyal,2025,October,194,16,0
Andhra Pradesh,Nandyal,2025,November,264,12,2
Andhra Pradesh,Nandyal,2025,December,181,5,1
Telangana,Narayanpet,2025,September,441,76,0
Telangana,Narayanpet,2025,October,267,73,0
Telangana,Narayanpet,2025,November,240,48,4
Telangana,Narayanpet,2025,December,134,27,0
Chhattisgarh,Narayanpur,2025,September,140,102,0
Chhattisgarh,Narayanpur,2025,October,79,54,0
Chhattisgarh,Narayanpur,2025,November,119,100,0
Chhattisgarh,Narayanpur,2025,December,110,50,8
Gujarat,Narmada,2025,September,470,35,1
Gujarat,Narmada,2025,October,135,23,9
Gujarat,Narmada,2025,November,296,23,14
Gujarat,Narmada,2025,December,254,15,5
Madhya Pradesh,Narmadapuram,2025,September,243,28,2
Madhya Pradesh,Narmadapuram,2025,October,97,19,2
Madhya Pradesh,Narmadapuram,2025,November,136,31,20
Madhya Pradesh,Narmadapuram,2025,December,132,22,5
Madhya Pradesh,Narsimhapur,2025,September,386,100,0
Madhya Pradesh,Narsimhapur,2025,October,130,31,0
Madhya Pradesh,Narsimhapur,2025,November,271,57,0
Madhya Pradesh,Narsimhapur,2025,December,179,35,0
Madhya Pradesh,Narsinghpur,2025,July,312,189,13
Madhya Pradesh,Narsinghpur,2025,September,1438,528,31
Madhya Pradesh,Narsinghpur,2025,October,437,143,19
Madhya Pradesh,Narsinghpur,2025,November,924,208,23
Madhya Pradesh,Narsinghpur,2025,December,749,154,6
Maharashtra,Nashik,2025,May,97,14,45
Maharashtra,Nashik,2025,July,2729,1775,111
Maharashtra,Nashik,2025,September,4980,2054,32
Maharashtra,Nashik,2025,October,2162,584,33
Maharashtra,Nashik,2025,November,3479,923,79
Maharashtra,Nashik,2025,December,2815,452,4
Gujarat,Navsari,2025,April,133,10,33
Gujarat,Navsari,2025,May,122,21,15
Gujarat,Navsari,2025,July,191,47,19
Gujarat,Navsari,2025,September,736,59,6
Gujarat,Navsari,2025,October,228,12,20
Gujarat,Navsari,2025,November,733,33,8
Gujarat,Navsari,2025,December,310,19,2
Bihar,Nawada,2025,July,616,2933,123
Bihar,Nawada,2025,September,724,3664,68
Bihar,Nawada,2025,October,489,2508,64
Bihar,Nawada,2025,November,450,1815,27
Bihar,Nawada,2025,December,463,1460,9
Punjab,Nawanshahr,2025,September,55,6,0
Punjab,Nawanshahr,2025,October,37,4,0
Punjab,Nawanshahr,2025,November,49,10,0
Punjab,Nawanshahr,2025,December,28,3,0
Odisha,Nayagarh,2025,September,849,119,1
Orissa,Nayagarh,2025,September,33,7,0
Odisha,Nayagarh,2025,October,429,53,3
Orissa,Nayagarh,2025,October,22,0,0
Odisha,Nayagarh,2025,November,401,65,7
Orissa,Nayagarh,2025,November,26,4,0
Odisha,Nayagarh,2025,December,401,34,0
Orissa,Nayagarh,2025,December,11,1,0
Madhya Pradesh,Neemuch,2025,September,1093,355,2
Madhya Pradesh,Neemuch,2025,October,654,109,0
Madhya Pradesh,Neemuch,2025,November,1697,170,13
Madhya Pradesh,Neemuch,2025,December,739,130,2
Andhra Pradesh,Nellore,2025,September,1477,292,2
Andhra Pradesh,Nellore,2025,October,884,174,0
Andhra Pradesh,Nellore,2025,November,1311,202,0
Andhra Pradesh,Nellore,2025,December,939,86,0
Delhi,New Delhi,2025,June,212,100,51
Delhi,New Delhi,2025,July,581,354,156
Delhi,New Delhi,2025,September,40,16,4
Delhi,New Delhi,2025,October,22,3,3
Delhi,New Delhi,2025,November,36,13,3
Delhi,New Delhi,2025,December,27,16,0
Andaman and Nicobar Islands,Nicobar,2025,September,41,6,0
Andaman and Nicobar Islands,Nicobar,2025,October,6,4,0
Andaman and Nicobar Islands,Nicobar,2025,November,12,0,0
Andaman and Nicobar Islands,Nicobar,2025,December,5,1,0
Andaman & Nicobar Islands,Nicobars,2025,September,1,0,0
Telangana,Nirmal,2025,September,531,41,0
Telangana,Nirmal,2025,October,270,19,2
Telangana,Nirmal,2025,November,325,33,1
Telangana,Nirmal,2025,December,166,13,0
Nagaland,Niuland,2025,September,5,10,1
Nagaland,Niuland,2025,October,8,3,0
Nagaland,Niuland,2025,November,0,2,1
Nagaland,Niuland,2025,December,1,0,0
Madhya Pradesh,Niwari,2025,September,29,5,0
Madhya Pradesh,Niwari,2025,October,15,2,1
Madhya Pradesh,Niwari,2025,November,47,8,1
Madhya Pradesh,Niwari,2025,December,26,1,7
Andhra Pradesh,Nizamabad,2025,September,167,28,0
Telangana,Nizamabad,2025,September,2344,203,1
Andhra Pradesh,Nizamabad,2025,October,138,19,0
Telangana,Nizamabad,2025,October,1595,148,0
Andhra Pradesh,Nizamabad,2025,November,104,21,0
Telangana,Nizamabad,2025,November,1344,162,4
Andhra Pradesh,Nizamabad,2025,December,44,3,0
Telangana,Nizamabad,2025,December,702,70,4
Nagaland,Noklak,2025,April,47,65,16
Nagaland,Noklak,2025,September,4,18,5
Nagaland,Noklak,2025,October,12,61,3
Nagaland,Noklak,2025,November,7,72,14
Nagaland,Noklak,2025,December,0,30,0
Sikkim,North,2025,September,10,7,0
Sikkim,North,2025,October,10,0,0
Sikkim,North,2025,November,10,3,0
Sikkim,North,2025,December,4,0,0
West Bengal,North 24 Parganas,2025,April,126,67,39
West Bengal,North 24 Parganas,2025,May,494,195,37
West Bengal,North 24 Parganas,2025,September,8255,2149,238
West Bengal,North 24 Parganas,2025,October,4564,1284,29
West Bengal,North 24 Parganas,2025,November,4974,1304,55
West Bengal,North 24 Parganas,2025,December,3104,742,950
Andaman and Nicobar Islands,North And Middle Andaman,2025,September,38,2,0
Andaman and Nicobar Islands,North And Middle Andaman,2025,October,20,1,0
Andaman and Nicobar Islands,North And Middle Andaman,2025,November,31,0,0
Andaman and Nicobar Islands,North And Middle Andaman,2025,December,39,1,0
Assam,North Cachar Hills,2025,April,130,179,99
Assam,North Cachar Hills,2025,May,25,39,13
Assam,North Cachar Hills,2025,September,110,68,2
Assam,North Cachar Hills,2025,October,99,54,1
Assam,North Cachar Hills,2025,November,85,58,21
Assam,North Cachar Hills,2025,December,52,22,1
Delhi,North Delhi,2025,June,332,244,22
Delhi,North Delhi,2025,July,563,309,29
Delhi,North Delhi,2025,September,631,250,11
Delhi,North Delhi,2025,October,373,112,3
Delhi,North Delhi,2025,November,726,199,14
Delhi,North Delhi,2025,December,523,116,2
West Bengal,North Dinajpur,2025,September,91,33,0
West Bengal,North Dinajpur,2025,October,55,20,0
West Bengal,North Dinajpur,2025,November,63,15,0
West Bengal,North Dinajpur,2025,December,54,11,0
Delhi,North East,2025,September,452,163,2
Delhi,North East,2025,October,261,82,0
Delhi,North East,2025,November,344,108,0
Delhi,North East,2025,December,271,55,0
Delhi,North East   *,2025,September,2,0,0
Delhi,North East Delhi,2025,June,998,569,10
Delhi,North East Delhi,2025,July,2868,1583,31
Delhi,North East Delhi,2025,September,1472,614,6
Delhi,North East Delhi,2025,October,954,374,3
Delhi,North East Delhi,2025,November,1168,397,9
Delhi,North East Delhi,2025,December,839,212,6
Meghalaya,North Garo Hills,2025,April,205,1048,242
Meghalaya,North Garo Hills,2025,May,65,168,91
Meghalaya,North Garo Hills,2025,July,22,97,125
Meghalaya,North Garo Hills,2025,September,107,332,37
Meghalaya,North Garo Hills,2025,October,17,87,46
Meghalaya,North Garo Hills,2025,November,32,89,71
Meghalaya,North Garo Hills,2025,December,9,33,146
Goa,North Goa,2025,July,21,10,11
Goa,North Goa,2025,September,410,64,40
Goa,North Goa,2025,October,216,23,6
Goa,North Goa,2025,November,296,37,25
Goa,North Goa,2025,December,166,12,17
Sikkim,North Sikkim,2025,September,15,4,0
Sikkim,North Sikkim,2025,October,12,8,0
Sikkim,North Sikkim,2025,November,16,4,0
Sikkim,North Sikkim,2025,December,2,1,0
Tripura,North Tripura,2025,July,124,75,17
Tripura,North Tripura,2025,September,319,125,4
Tripura,North Tripura,2025,October,135,59,0
Tripura,North Tripura,2025,November,265,87,3
Tripura,North Tripura,2025,December,203,70,2
West Bengal,North Twenty Four Parganas,2025,September,485,157,2
West Bengal,North Twenty Four Parganas,2025,October,304,84,0
West Bengal,North Twenty Four Parganas,2025,November,304,107,0
West Bengal,North Twenty Four Parganas,2025,December,133,51,0
Delhi,North West Delhi,2025,March,35,15,10
Delhi,North West Delhi,2025,April,903,349,54
Delhi,North West Delhi,2025,May,368,251,25
Delhi,North West Delhi,2025,June,588,184,26
Delhi,North West Delhi,2025,July,858,267,46
Delhi,North West Delhi,2025,September,2929,877,74
Delhi,North West Delhi,2025,October,1657,409,37
Delhi,North West Delhi,2025,November,2820,620,73
Delhi,North West Delhi,2025,December,2237,321,10
Odisha,Nuapada,2025,September,865,204,0
Odisha,Nuapada,2025,October,319,76,0
Orissa,Nuapada,2025,October,1,0,0
Odisha,Nuapada,2025,November,258,62,2
Orissa,Nuapada,2025,November,1,0,0
Odisha,Nuapada,2025,December,224,71,0
Haryana,Nuh,2025,June,1251,213,42
Maharashtra,Osmanabad,2025,July,275,105,10
Maharashtra,Osmanabad,2025,September,971,332,0
Maharashtra,Osmanabad,2025,October,590,105,0
Maharashtra,Osmanabad,2025,November,751,94,0
Maharashtra,Osmanabad,2025,December,716,77,0
Jharkhand,Pakaur,2025,September,105,67,0
Jharkhand,Pakaur,2025,October,29,7,0
Jharkhand,Pakaur,2025,November,50,19,0
Jharkhand,Pakaur,2025,December,13,7,0
Arunachal Pradesh,Pakke Kessang,2025,September,1,1,0
Arunachal Pradesh,Pakke Kessang,2025,October,1,0,0
Arunachal Pradesh,Pakke Kessang,2025,November,0,0,1
Jharkhand,Pakur,2025,April,579,372,11
Jharkhand,Pakur,2025,June,501,590,16
Jharkhand,Pakur,2025,July,994,1023,11
Jharkhand,Pakur,2025,September,1005,662,5
Jharkhand,Pakur,2025,October,229,106,1
Jharkhand,Pakur,2025,November,469,106,1
Jharkhand,Pakur,2025,December,194,49,0
Kerala,Palakkad,2025,September,1208,433,3
Kerala,Palakkad,2025,October,1122,363,60
Kerala,Palakkad,2025,November,1526,373,82
Kerala,Palakkad,2025,December,1318,212,24
Jharkhand,Palamau,2025,September,78,23,0
Jharkhand,Palamau,2025,October,21,8,0
Jharkhand,Palamau,2025,November,96,21,0
Jharkhand,Palamau,2025,December,25,14,0
Jharkhand,Palamu,2025,September,1933,642,18
Jharkhand,Palamu,2025,October,984,295,4
Jharkhand,Palamu,2025,November,2473,764,27
Jharkhand,Palamu,2025,December,1158,293,15
Maharashtra,Palghar,2025,April,174,90,16
Maharashtra,Palghar,2025,May,162,155,14
Maharashtra,Palghar,2025,June,252,252,10
Maharashtra,Palghar,2025,July,584,607,26
Maharashtra,Palghar,2025,September,1966,983,47
Maharashtra,Palghar,2025,October,1144,359,23
Maharashtra,Palghar,2025,November,1821,467,19
Maharashtra,Palghar,2025,December,1240,278,10
Rajasthan,Pali,2025,April,138,38,11
Rajasthan,Pali,2025,September,2731,1112,24
Rajasthan,Pali,2025,October,887,411,7
Rajasthan,Pali,2025,November,1596,680,61
Rajasthan,Pali,2025,December,948,455,15
Andhra Pradesh,Palnadu,2025,September,239,34,11
Andhra Pradesh,Palnadu,2025,October,148,17,1
Andhra Pradesh,Palnadu,2025,November,167,14,7
Andhra Pradesh,Palnadu,2025,December,205,11,6
Haryana,Palwal,2025,September,1117,125,2
Haryana,Palwal,2025,October,864,61,1
Haryana,Palwal,2025,November,1490,86,1
Haryana,Palwal,2025,December,896,60,0
Gujarat,Panch Mahals,2025,July,789,434,100
Gujarat,Panch Mahals,2025,September,28,4,0
Gujarat,Panch Mahals,2025,October,6,0,0
Gujarat,Panch Mahals,2025,November,21,4,0
Gujarat,Panch Mahals,2025,December,14,2,0
Haryana,Panchkula,2025,September,308,31,0
Haryana,Panchkula,2025,October,269,17,2
Haryana,Panchkula,2025,November,434,31,2
Haryana,Panchkula,2025,December,276,13,1
Gujarat,Panchmahals,2025,April,574,145,183
Gujarat,Panchmahals,2025,May,311,83,61
Gujarat,Panchmahals,2025,September,1431,388,47
Gujarat,Panchmahals,2025,October,629,125,9
Gujarat,Panchmahals,2025,November,1152,263,18
Gujarat,Panchmahals,2025,December,731,118,11
Madhya Pradesh,Pandhurna,2025,September,14,1,1
Madhya Pradesh,Pandhurna,2025,October,9,1,23
Madhya Pradesh,Pandhurna,2025,November,20,0,4
Madhya Pradesh,Pandhurna,2025,December,23,2,0
Haryana,Panipat,2025,June,776,87,14
Haryana,Panipat,2025,July,1344,169,10
Haryana,Panipat,2025,September,1076,108,6
Haryana,Panipat,2025,October,677,44,6
Haryana,Panipat,2025,November,990,98,10
Haryana,Panipat,2025,December,635,37,1
Madhya Pradesh,Panna,2025,April,107,33,19
Madhya Pradesh,Panna,2025,May,140,71,13
Madhya Pradesh,Panna,2025,July,301,173,13
Madhya Pradesh,Panna,2025,September,2714,916,17
Madhya Pradesh,Panna,2025,October,1153,407,19
Madhya Pradesh,Panna,2025,November,1432,493,16
Madhya Pradesh,Panna,2025,December,960,311,31
Arunachal Pradesh,Papum Pare,2025,September,72,87,0
Arunachal Pradesh,Papum Pare,2025,October,56,66,0
Arunachal Pradesh,Papum Pare,2025,November,49,63,5
Arunachal Pradesh,Papum Pare,2025,December,24,25,0
Maharashtra,Parbhani,2025,March,17,14,37
Maharashtra,Parbhani,2025,April,135,10,16
Maharashtra,Parbhani,2025,May,425,90,32
Maharashtra,Parbhani,2025,September,1476,446,4
Maharashtra,Parbhani,2025,October,957,171,23
Maharashtra,Parbhani,2025,November,1220,190,77
Maharashtra,Parbhani,2025,December,832,90,10
Andhra Pradesh,Parvathipuram Manyam,2025,September,162,11,4
Andhra Pradesh,Parvathipuram Manyam,2025,October,103,14,2
Andhra Pradesh,Parvathipuram Manyam,2025,November,106,9,0
Andhra Pradesh,Parvathipuram Manyam,2025,December,93,2,2
West Bengal,Paschim Bardhaman,2025,September,330,129,22
West Bengal,Paschim Bardhaman,2025,October,160,73,3
West Bengal,Paschim Bardhaman,2025,November,239,77,3
West Bengal,Paschim Bardhaman,2025,December,136,39,65
West Bengal,Paschim Medinipur,2025,September,5425,1590,28
West Bengal,Paschim Medinipur,2025,October,3354,787,1
West Bengal,Paschim Medinipur,2025,November,3439,841,2
West Bengal,Paschim Medinipur,2025,December,2022,477,119
Bihar,Pashchim Champaran,2025,March,25,88,13
Bihar,Pashchim Champaran,2025,June,1969,4299,239
Bihar,Pashchim Champaran,2025,July,3018,6314,310
Bihar,Pashchim Champaran,2025,September,21,12,0
Bihar,Pashchim Champaran,2025,October,4,6,0
Bihar,Pashchim Champaran,2025,November,12,6,0
Bihar,Pashchim Champaran,2025,December,11,12,0
Jharkhand,Pashchimi Singhbhum,2025,September,91,96,1
Jharkhand,Pashchimi Singhbhum,2025,October,69,50,0
Jharkhand,Pashchimi Singhbhum,2025,November,124,70,0
Jharkhand,Pashchimi Singhbhum,2025,December,62,36,0
Gujarat,Patan,2025,March,141,26,23
Gujarat,Patan,2025,April,800,173,225
Gujarat,Patan,2025,May,225,53,25
Gujarat,Patan,2025,June,207,80,11
Gujarat,Patan,2025,July,1741,1178,232
Gujarat,Patan,2025,September,1184,396,71
Gujarat,Patan,2025,October,317,77,39
Gujarat,Patan,2025,November,911,170,65
Gujarat,Patan,2025,December,497,75,25
Kerala,Pathanamthitta,2025,September,413,142,14
Kerala,Pathanamthitta,2025,October,329,102,24
Kerala,Pathanamthitta,2025,November,352,126,21
Kerala,Pathanamthitta,2025,December,304,110,14
Punjab,Pathankot,2025,September,339,23,0
Punjab,Pathankot,2025,October,154,12,0
Punjab,Pathankot,2025,November,297,27,1
Punjab,Pathankot,2025,December,243,5,14
Punjab,Patiala,2025,May,456,125,23
Punjab,Patiala,2025,July,766,237,18
Punjab,Patiala,2025,September,1290,157,0
Punjab,Patiala,2025,October,602,95,23
Punjab,Patiala,2025,November,703,100,2
Punjab,Patiala,2025,December,481,55,17
Bihar,Patna,2025,March,12,52,16
Bihar,Patna,2025,April,723,2303,373
Bihar,Patna,2025,May,105,347,22
Bihar,Patna,2025,June,320,1009,38
Bihar,Patna,2025,July,508,1551,51
Bihar,Patna,2025,September,1692,4715,18
Bihar,Patna,2025,October,921,2146,159
Bihar,Patna,2025,November,1161,2757,28
Bihar,Patna,2025,December,1303,2271,43
Uttarakhand,Pauri Garhwal,2025,September,551,58,2
Uttarakhand,Pauri Garhwal,2025,October,438,39,5
Uttarakhand,Pauri Garhwal,2025,November,388,39,1
Uttarakhand,Pauri Garhwal,2025,December,300,29,6
Telangana,Peddapalli,2025,September,197,31,1
Telangana,Peddapalli,2025,October,120,16,1
Telangana,Peddapalli,2025,November,125,10,1
Telangana,Peddapalli,2025,December,71,15,0
Tamil Nadu,Perambalur,2025,September,703,72,0
Tamil Nadu,Perambalur,2025,October,375,44,0
Tamil Nadu,Perambalur,2025,November,505,88,0
Tamil Nadu,Perambalur,2025,December,315,28,0
Nagaland,Peren,2025,April,201,331,12
Nagaland,Peren,2025,May,148,119,15
Nagaland,Peren,2025,June,37,141,10
Nagaland,Peren,2025,July,36,105,18
Nagaland,Peren,2025,September,47,90,12
Nagaland,Peren,2025,October,23,52,12
Nagaland,Peren,2025,November,11,5,21
Nagaland,Peren,2025,December,8,0,0
Nagaland,Phek,2025,April,157,268,22
Nagaland,Phek,2025,September,50,174,8
Nagaland,Phek,2025,October,42,147,3
Nagaland,Phek,2025,November,58,98,6
Nagaland,Phek,2025,December,2,8,0
Manipur,Pherzawl,2025,September,1,6,0
Manipur,Pherzawl,2025,October,0,1,0
Manipur,Pherzawl,2025,November,0,1,0
Manipur,Pherzawl,2025,December,0,2,0
Uttar Pradesh,Pilibhit,2025,April,598,260,20
Uttar Pradesh,Pilibhit,2025,May,1367,640,21
Uttar Pradesh,Pilibhit,2025,June,1026,628,25
Uttar Pradesh,Pilibhit,2025,July,1622,1108,36
Uttar Pradesh,Pilibhit,2025,September,1483,800,22
Uttar Pradesh,Pilibhit,2025,October,720,438,32
Uttar Pradesh,Pilibhit,2025,November,1155,521,37
Uttar Pradesh,Pilibhit,2025,December,820,236,20
Uttarakhand,Pithoragarh,2025,September,376,48,2
Uttarakhand,Pithoragarh,2025,October,209,41,3
Uttarakhand,Pithoragarh,2025,November,252,36,3
Uttarakhand,Pithoragarh,2025,December,228,21,1
Pondicherry,Pondicherry,2025,September,416,25,0
Pondicherry,Pondicherry,2025,October,180,17,0
Puducherry,Pondicherry,2025,October,1,0,0
Pondicherry,Pondicherry,2025,November,310,21,0
Puducherry,Pondicherry,2025,November,1,0,0
Pondicherry,Pondicherry,2025,December,109,6,0
Puducherry,Pondicherry,2025,December,1,0,0
Gujarat,Porbandar,2025,April,267,38,44
Gujarat,Porbandar,2025,June,209,57,11
Gujarat,Porbandar,2025,July,450,89,56
Gujarat,Porbandar,2025,September,404,73,20
Gujarat,Porbandar,2025,October,149,22,21
Gujarat,Porbandar,2025,November,290,41,20
Gujarat,Porbandar,2025,December,237,12,9
Andhra Pradesh,Prakasam,2025,July,91,108,38
Andhra Pradesh,Prakasam,2025,September,2197,479,13
Andhra Pradesh,Prakasam,2025,October,1290,217,2
Andhra Pradesh,Prakasam,2025,November,1633,246,5
Andhra Pradesh,Prakasam,2025,December,1194,107,3
Rajasthan,Pratapgarh,2025,September,1229,540,3
Uttar Pradesh,Pratapgarh,2025,September,2127,1927,11
Rajasthan,Pratapgarh,2025,October,284,141,0
Uttar Pradesh,Pratapgarh,2025,October,1291,1004,23
Rajasthan,Pratapgarh,2025,November,661,256,13
Uttar Pradesh,Pratapgarh,2025,November,1473,878,2
Rajasthan,Pratapgarh,2025,December,469,196,2
Uttar Pradesh,Pratapgarh,2025,December,975,577,20
Uttar Pradesh,Prayagraj,2025,May,23,45,19
Uttar Pradesh,Prayagraj,2025,July,503,540,23
Uttar Pradesh,Prayagraj,2025,September,326,249,8
Uttar Pradesh,Prayagraj,2025,October,171,147,91
Uttar Pradesh,Prayagraj,2025,November,240,177,36
Uttar Pradesh,Prayagraj,2025,December,165,97,5
Puducherry,Puducherry,2025,September,401,31,10
Puducherry,Puducherry,2025,October,222,20,1
Puducherry,Puducherry,2025,November,372,21,8
